id,Date_received,Product,Sub_product,Issue,Sub_issue,Consumer_complaint_narrative,Company_public_response,Company,State,ZIP_code,Tags,Consumer_consent_provided,Submitted_via,Date_sent_to_company,Company_response_to_consumer,Timely_response,Consumer_disputed,Complaint_ID
591063,2011-12-22,Mortgage,Conventional adjustable mortgage (ARM),Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33322,,,Web,12/22/2011,Closed without relief,Yes,No,7519
591350,2011-12-27,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,WA,99201,,,Web,12/29/2011,Closed without relief,Yes,Yes,8197
591381,2011-12-02,Credit card,,Billing disputes,,,,SYNCHRONY FINANCIAL,NC,28027,,,Web,12/5/2011,Closed with relief,Yes,Yes,2538
592338,2011-12-15,Credit card,,Collection practices,,,,UNITED SERVICES AUTOMOBILE ASSOCIATION,CT,6063,,,Web,12/21/2011,Closed without relief,No,No,5873
592377,2011-12-05,Credit card,,Credit reporting,,,,"CITIBANK, N.A.",DE,19934,,,Web,2/28/2012,Closed without relief,No,No,58423
593482,2011-12-08,Credit card,,Identity theft / Fraud / Embezzlement,,,,WELLS FARGO & COMPANY,WY,82718,,,Web,12/8/2011,Closed without relief,Yes,No,3808
594272,2011-12-13,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,"QUICKEN LOANS, INC.",CA,90806,,,Web,7/5/2012,Closed with explanation,Yes,Yes,5162
594383,2011-12-21,Credit card,,Collection practices,,,,U.S. BANCORP,TN,38017,,,Referral,12/21/2011,Closed without relief,Yes,No,5006
594804,2011-12-17,Credit card,,Other,,,,CAPITAL ONE FINANCIAL CORPORATION,VA,20120,,,Web,12/22/2011,Closed without relief,Yes,No,6479
594980,2011-12-12,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,MI,48362,,,Web,12/14/2011,Closed without relief,Yes,Yes,4897
595377,2011-12-12,Credit card,,APR or interest rate,,,,JPMORGAN CHASE & CO.,MD,21231,,,Postal mail,12/19/2011,Closed with relief,Yes,No,5116
595422,2011-12-29,Credit card,,Advertising and marketing,,,,"CITIBANK, N.A.",FL,32308,Older American,,Web,12/29/2011,Closed with relief,Yes,No,8581
596307,2011-12-31,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,NATIONSTAR MORTGAGE,CA,93438,,,Web,3/23/2012,Closed without relief,Yes,No,8969
597661,2011-12-05,Credit card,,Credit reporting,,,,CAPITAL ONE FINANCIAL CORPORATION,NY,12054,,,Referral,12/5/2011,Closed with relief,Yes,No,2978
598501,2011-12-01,Credit card,,Credit reporting,,,,WELLS FARGO & COMPANY,CA,94127,,,Referral,12/1/2011,Closed without relief,Yes,Yes,1939
598616,2011-12-05,Credit card,,Collection practices,,,,"CITIBANK, N.A.",PA,19438,,,Referral,12/5/2011,Closed without relief,Yes,No,2981
598903,2011-12-01,Credit card,,Rewards,,,,"CITIBANK, N.A.",OH,45415,,,Referral,12/1/2011,Closed with relief,No,No,2063
600437,2011-12-07,Credit card,,Closing/Cancelling account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",AZ,86023,Older American,,Web,12/7/2011,Closed with relief,Yes,No,3659
600739,2011-12-12,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,IN,46307,,,Web,12/13/2011,Closed without relief,Yes,No,4785
600837,2011-12-03,Credit card,,Other,,,,"CITIBANK, N.A.",WA,98208,,,Web,12/5/2011,Closed with relief,Yes,No,2707
601337,2011-12-28,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,CA,94534,Older American,,Web,12/28/2011,Closed with relief,Yes,No,8232
601920,2011-12-30,Credit card,,Billing disputes,,,,TD BANK US HOLDING COMPANY,SD,57703,,,Web,1/3/2012,Closed without relief,Yes,No,8898
602454,2011-12-08,Credit card,,Customer service / Customer relations,,,,"CITIBANK, N.A.",VA,22203,,,Web,12/9/2011,Closed with relief,Yes,Yes,3785
602460,2011-12-21,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,NJ,8724,,,Referral,1/3/2012,Closed without relief,Yes,No,7428
602913,2011-12-15,Mortgage,Home equity loan or line of credit,Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,NJ,7739,,,Web,12/21/2011,Closed without relief,Yes,No,5996
603260,2011-12-08,Credit card,,Payoff process,,,,"CITIBANK, N.A.",IL,60640,,,Web,12/12/2011,Closed without relief,Yes,No,4159
603336,2011-12-02,Credit card,,Rewards,,,,JPMORGAN CHASE & CO.,NJ,8873,,,Referral,12/2/2011,Closed with relief,Yes,No,2674
603368,2011-12-08,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,90703,Older American,,Web,12/11/2011,Closed without relief,Yes,No,3970
603600,2011-12-20,Credit card,,Rewards,,,,AMERICAN EXPRESS COMPANY,WA,98908,Older American,,Web,12/21/2011,Closed with relief,Yes,No,6828
604217,2011-12-12,Mortgage,Other mortgage,Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",ID,83714,,,Web,12/14/2011,Closed without relief,No,No,4921
604268,2011-12-10,Credit card,,APR or interest rate,,,,JPMORGAN CHASE & CO.,AK,99517,Servicemember,,Web,12/21/2011,Closed without relief,Yes,No,4509
604321,2011-12-23,Credit card,,Other fee,,,,U.S. BANCORP,MA,1907,,,Referral,12/29/2011,Closed without relief,Yes,No,8653
604361,2011-12-08,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,PNC Bank N.A.,CO,80212,Servicemember,,Phone,12/11/2011,Closed without relief,No,No,4079
604479,2011-12-21,Credit card,,Credit reporting,,,,CAPITAL ONE FINANCIAL CORPORATION,UT,84063,,,Referral,12/21/2011,Closed without relief,Yes,No,7318
605626,2011-12-20,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MT,59714,Older American,,Web,12/21/2011,Closed without relief,Yes,No,7218
605885,2011-12-02,Mortgage,Other mortgage,Credit decision / Underwriting,,,,JPMORGAN CHASE & CO.,NJ,8824,,,Referral,12/2/2011,Closed without relief,Yes,Yes,2404
606098,2011-12-12,Mortgage,FHA mortgage,Application  originator  mortgage broker,,,,U.S. BANCORP,NV,89145,,,Web,12/13/2011,Closed without relief,No,No,4858
606325,2011-12-23,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,MN,55337,Older American,,Web,12/27/2011,Closed without relief,Yes,No,7860
606495,2011-12-05,Credit card,,Other,,,,CAPITAL ONE FINANCIAL CORPORATION,VA,22209,,,Referral,12/5/2011,Closed without relief,Yes,No,3056
606529,2011-12-16,Credit card,,Balance transfer,,,,UNITED SERVICES AUTOMOBILE ASSOCIATION,VT,5488,Older American,,Web,12/19/2011,Closed without relief,No,No,6165
607200,2011-12-28,Mortgage,FHA mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,IN,46268,,,Web,12/29/2011,Closed without relief,Yes,No,432
607555,2011-12-08,Mortgage,Home equity loan or line of credit,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,CA,91364,,,Web,12/13/2011,Closed without relief,Yes,Yes,4107
608140,2011-12-19,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,32780,Older American,,Web,12/20/2011,Closed without relief,Yes,Yes,6745
608919,2011-12-08,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,UT,84663,,,Web,12/11/2011,Closed without relief,Yes,No,3998
609088,2011-12-07,Credit card,,Forbearance / Workout plans,,,,"CITIBANK, N.A.",NY,11787,,,Web,12/7/2011,Closed without relief,Yes,Yes,3517
609327,2011-12-16,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,PA,19087,,,Web,12/21/2011,Closed with relief,Yes,No,6262
609541,2011-12-16,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MS,2492,Older American,,Phone,12/21/2011,Closed without relief,Yes,No,6149
609806,2011-12-02,Credit card,,Closing/Cancelling account,,,,"CITIBANK, N.A.",NJ,8056,,,Web,12/5/2011,Closed without relief,Yes,Yes,2419
610163,2011-12-21,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,U.S. BANCORP,CA,90045,,,Web,1/3/2012,Closed without relief,Yes,No,6131
610517,2011-12-19,Credit card,,Collection practices,,,,JPMORGAN CHASE & CO.,MA,1886,Older American,,Web,12/21/2011,Closed without relief,Yes,No,55009
610523,2011-12-31,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,NC,28205,,,Web,1/4/2012,Closed without relief,Yes,No,8964
610529,2011-12-30,Credit card,,Privacy,,,,JPMORGAN CHASE & CO.,TX,75074,,,Web,1/3/2012,Closed with relief,Yes,Yes,8927
610846,2011-12-20,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,"CITIZENS FINANCIAL GROUP, INC.",PA,19475,,,Referral,12/21/2011,Closed with relief,Yes,Yes,7454
611023,2011-12-13,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",SC,29626,,,Web,12/16/2011,Closed without relief,Yes,No,5148
611140,2011-12-28,Mortgage,Home equity loan or line of credit,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,NJ,8530,,,Phone,12/28/2011,Closed without relief,Yes,No,8279
611223,2011-12-19,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"SUNTRUST BANKS, INC.",FL,32141,,,Referral,12/20/2011,Closed without relief,Yes,Yes,7043
611511,2011-12-03,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92314,,,Web,12/6/2011,Closed without relief,No,No,2727
611968,2011-12-01,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"SUNTRUST BANKS, INC.",AR,85395,,,Referral,12/1/2011,Closed without relief,Yes,No,2092
612184,2011-12-08,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,PNC Bank N.A.,IL,60655,,,Referral,12/12/2011,Closed without relief,Yes,No,3834
612711,2011-12-08,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,90210,,,Referral,12/12/2011,Closed without relief,Yes,No,4253
613060,2011-12-23,Credit card,,Credit determination,,,,U.S. BANCORP,SD,57717,,,Web,12/28/2011,Closed without relief,Yes,No,7874
613347,2011-12-27,Mortgage,Other mortgage,Application  originator  mortgage broker,,,,REGIONS FINANCIAL CORPORATION,OH,45233,,,Postal mail,12/29/2011,Closed without relief,Yes,Yes,84684
613804,2011-12-14,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,7843,,,Web,12/16/2011,Closed without relief,Yes,Yes,5634
614053,2011-12-27,Credit card,,Rewards,,,,"CITIBANK, N.A.",NJ,7646,Servicemember,,Web,12/28/2011,Closed without relief,Yes,No,8016
614234,2011-12-06,Credit card,,Other,,,,"CITIBANK, N.A.",OH,44234,,,Referral,12/6/2011,Closed with relief,Yes,No,3289
614616,2011-12-21,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,HSBC NORTH AMERICA HOLDINGS INC.,TX,75030,,,Referral,12/28/2011,Closed without relief,Yes,Yes,7725
614633,2011-12-29,Credit card,,APR or interest rate,,,,JPMORGAN CHASE & CO.,RI,2837,Servicemember,,Web,12/29/2011,Closed with relief,Yes,No,8464
614771,2011-12-09,Credit card,,Convenience checks,,,,"CITIBANK, N.A.",WV,26847,,,Phone,12/12/2011,Closed with relief,Yes,No,4383
615349,2011-12-26,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,FL,32779,,,Web,12/27/2011,Closed without relief,Yes,No,7957
615560,2011-12-07,Credit card,,Collection debt dispute,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",DE,19977,Older American,,Web,12/8/2011,Closed with relief,Yes,No,3712
615656,2011-12-01,Credit card,,Other fee,,,,CAPITAL ONE FINANCIAL CORPORATION,NJ,8077,,,Referral,12/1/2011,Closed without relief,Yes,No,2067
615714,2011-12-28,Credit card,,Credit determination,,,,SYNCHRONY FINANCIAL,TX,79423,,,Phone,12/30/2011,Closed without relief,Yes,No,8419
616095,2011-12-02,Credit card,,Billing disputes,,,,BARCLAYS BANK DELAWARE,FL,33472,,,Web,12/5/2011,Closed with relief,Yes,Yes,2689
616387,2011-12-16,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,PNC Bank N.A.,IL,60107,,,Web,12/20/2011,Closed without relief,Yes,No,6119
616811,2011-12-12,Credit card,,Credit reporting,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,60033,Older American,,Web,12/12/2011,Closed without relief,Yes,Yes,4886
616854,2011-12-09,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,7022,,,Referral,12/12/2011,Closed without relief,No,Yes,4403
616995,2011-12-26,Mortgage,Conventional adjustable mortgage (ARM),Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30310,,,Web,12/27/2011,Closed without relief,Yes,No,7947
617290,2011-12-12,Credit card,,Billing disputes,,,,AMERICAN EXPRESS COMPANY,NY,10025,,,Web,12/21/2011,Closed without relief,Yes,Yes,5121
617320,2011-12-27,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMORGAN CHASE & CO.,FL,33496,,,Referral,12/27/2011,Closed without relief,Yes,No,69861
617976,2011-12-05,Credit card,,Other,,,,JPMORGAN CHASE & CO.,NJ,8088,,,Referral,12/5/2011,Closed without relief,Yes,No,2977
618648,2011-12-15,Credit card,,Transaction issue,,,,AMERICAN EXPRESS COMPANY,NC,27104,,,Web,12/21/2011,Closed with relief,Yes,No,5967
618775,2011-12-11,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,NC,27704,,,Web,12/14/2011,Closed without relief,Yes,Yes,4606
619329,2011-12-13,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,CA,92648,,,Web,12/15/2011,Closed without relief,Yes,Yes,5354
619480,2011-12-13,Credit card,,Billing disputes,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30030,,,Web,12/19/2011,Closed without relief,Yes,No,5335
619496,2011-12-14,Mortgage,Other mortgage,Settlement process and costs,,,,TD BANK US HOLDING COMPANY,PA,19047,,,Referral,12/19/2011,Closed without relief,Yes,No,5625
619661,2011-12-08,Mortgage,Home equity loan or line of credit,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,CA,92010,,,Web,12/9/2011,Closed without relief,Yes,Yes,3975
619862,2011-12-13,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,CA,92130,,,Web,12/15/2011,Closed without relief,Yes,Yes,5251
619960,2011-12-12,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,34103,Older American,,Web,12/12/2011,Closed without relief,No,No,4807
620037,2011-12-19,Credit card,,Late fee,,,,WELLS FARGO & COMPANY,NY,10990,,,Web,12/21/2011,Closed with relief,Yes,No,6694
620448,2011-12-05,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,2760,,,Phone,12/9/2011,Closed without relief,Yes,No,2975
620569,2011-12-15,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"SUNTRUST BANKS, INC.",CA,93614,Older American,,Web,12/19/2011,Closed with relief,Yes,Yes,6006
620744,2011-12-05,Credit card,,Credit card protection / Debt protection,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,2474,,,Referral,12/5/2011,Closed with relief,Yes,No,3092
621065,2011-12-12,Credit card,,Credit line increase/decrease,,,,AMERICAN EXPRESS COMPANY,CA,93021,,,Web,2/29/2012,Closed without relief,Yes,No,4743
621139,2011-12-12,Credit card,,Billing disputes,,,,"CITIBANK, N.A.",OH,44310,Older American,,Phone,12/13/2011,Closed without relief,Yes,No,4736
621149,2011-12-09,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"CITIBANK, N.A.",TX,75052,,,Referral,12/13/2011,Closed with relief,Yes,No,5262
621227,2011-12-20,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,BANCORPSOUTH BANK,MS,39746,,,Web,4/2/2012,Closed without relief,No,Yes,6831
621439,2011-12-06,Credit card,,Late fee,,,,"CITIZENS FINANCIAL GROUP, INC.",PA,16137,,,Referral,12/9/2011,Closed with relief,Yes,No,3924
621546,2011-12-12,Credit card,,Collection debt dispute,,,,DISCOVER BANK,NY,11365,,,Postal mail,12/14/2011,Closed without relief,Yes,No,34418
621748,2011-12-08,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"CITIBANK, N.A.",TX,75093,,,Web,12/8/2011,Closed with relief,Yes,Yes,4009
621975,2011-12-22,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,BANCO POPULAR DE PUERTO RICO,PR,949,,,Web,12/22/2011,Closed without relief,Yes,No,7518
622521,2011-12-11,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94531,,,Web,12/12/2011,Closed without relief,No,Yes,4596
622839,2011-12-08,Credit card,,Billing disputes,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",IA,50659,,,Web,12/11/2011,Closed without relief,Yes,No,4101
623376,2011-12-24,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,RI,2816,,,Web,12/28/2011,Closed with relief,Yes,No,7898
623458,2011-12-22,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MI,48807,,,Web,12/22/2011,Closed without relief,Yes,No,7620
624231,2011-12-01,Credit card,,Other,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,90032,,,Referral,12/1/2011,Closed without relief,Yes,No,2259
624251,2011-12-09,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,OCWEN LOAN SERVICING LLC,TX,78734,,,Web,12/11/2011,Closed without relief,Yes,No,4220
624473,2011-12-09,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,M&T BANK CORPORATION,MD,21224,,,Referral,12/12/2011,Closed with relief,Yes,No,4964
624527,2011-12-01,Mortgage,Reverse mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,OH,43209,Older American,,Phone,12/5/2011,Closed without relief,Yes,No,2295
624609,2011-12-02,Credit card,,Identity theft / Fraud / Embezzlement,,,,WELLS FARGO & COMPANY,OR,97420,,,Referral,12/2/2011,Closed without relief,Yes,Yes,2449
624746,2011-12-20,Mortgage,Home equity loan or line of credit,Loan servicing  payments  escrow account,,,,"SANTANDER BANK, NATIONAL ASSOCIATION",PA,17536,,,Phone,12/21/2011,Closed with relief,Yes,No,7069
626304,2011-12-05,Credit card,,Advertising and marketing,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,94110,,,Web,12/6/2011,Closed without relief,Yes,Yes,3066
626889,2011-12-05,Credit card,,Billing disputes,,,,"CITIBANK, N.A.",CA,94110,,,Referral,12/5/2011,Closed with relief,Yes,No,2866
627007,2011-12-27,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,AZ,85298,,,Web,5/14/2012,Closed with explanation,Yes,Yes,8076
627072,2011-12-09,Credit card,,Balance transfer fee,,,,BARCLAYS BANK DELAWARE,CA,94574,,,Referral,12/12/2011,Closed with relief,Yes,No,5000
627149,2011-12-11,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,34287,,,Web,12/14/2011,Closed without relief,Yes,Yes,4577
627244,2011-12-07,Credit card,,Other,,,,"CITIBANK, N.A.",LA,70816,,,Referral,3/27/2012,Closed without relief,Yes,No,3481
627398,2011-12-06,Credit card,,Other fee,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,90002,,,Web,12/7/2011,Closed with relief,Yes,Yes,3141
628087,2011-12-23,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,CA,95758,,,Referral,12/23/2011,Closed without relief,Yes,No,7790
628199,2011-12-29,Mortgage,Other mortgage,Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,7734,,,Web,12/29/2011,Closed without relief,Yes,No,3788
628526,2011-12-06,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,PA,17093,,,Web,12/6/2011,Closed without relief,Yes,No,3286
628561,2011-12-21,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,UT,84129,,,Web,12/22/2011,Closed without relief,Yes,No,7330
629088,2011-12-12,Credit card,,Overlimit fee,,,,"CITIBANK, N.A.",WA,98228,,,Web,12/16/2011,Closed with relief,Yes,No,5062
629460,2011-12-12,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"TIAA, FSB",WV,26070,,,Web,12/14/2011,Closed without relief,Yes,No,5094
629962,2011-12-27,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,MD,21701,Servicemember,,Referral,12/28/2011,Closed without relief,Yes,Yes,8006
630223,2011-12-07,Credit card,,Credit reporting,,,,CAPITAL ONE FINANCIAL CORPORATION,TX,75227,,,Web,12/13/2011,Closed without relief,Yes,Yes,67934
630367,2011-12-19,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",WA,98144,,,Web,12/19/2011,Closed without relief,Yes,Yes,6512
630592,2011-12-03,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30173,,,Web,12/6/2011,Closed without relief,Yes,No,2720
630765,2011-12-13,Credit card,,Balance transfer,,,,JPMORGAN CHASE & CO.,CA,91941,Servicemember,,Web,12/19/2011,Closed with relief,Yes,No,5168
631037,2011-12-20,Credit card,,Other fee,,,,"CITIBANK, N.A.",CA,90274,,,Referral,12/30/2011,Closed with relief,Yes,No,6921
631255,2011-12-10,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,IL,62711,,,Web,12/12/2011,Closed with relief,Yes,Yes,4479
631394,2011-12-05,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,WELLS FARGO & COMPANY,OR,97818,,,Web,12/6/2011,Closed without relief,Yes,No,3121
631481,2011-12-07,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,MN,55411,,,Web,12/9/2011,Closed without relief,Yes,No,3779
631579,2011-12-04,Credit card,,APR or interest rate,,,,SYNCHRONY FINANCIAL,TX,76140,,,Web,12/6/2011,Closed without relief,Yes,No,2775
631659,2011-12-21,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,MD,20705,,,Web,12/21/2011,Closed without relief,Yes,No,7418
632002,2011-12-28,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,CA,92307,,,Web,12/29/2011,Closed without relief,Yes,No,8394
632104,2011-12-08,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,DE,19950,,,Web,12/8/2011,Closed without relief,Yes,No,3799
632444,2011-12-06,Credit card,,Sale of account,,,,BMO HARRIS BANK NATIONAL ASSOCIATION,CA,94114,,,Web,12/8/2011,Closed with relief,Yes,No,3197
632816,2011-12-08,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",WA,99001,,,Referral,12/12/2011,Closed without relief,No,Yes,4012
633268,2011-12-05,Credit card,,Credit card protection / Debt protection,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,91745,,,Postal mail,12/12/2011,Closed with relief,Yes,No,2966
634079,2011-12-12,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,GA,30039,,,Web,12/13/2011,Closed without relief,Yes,No,4733
634189,2011-12-14,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,NC,27331,,,Referral,12/19/2011,Closed with relief,Yes,No,5812
634730,2011-12-03,Credit card,,Billing disputes,,,,HSBC NORTH AMERICA HOLDINGS INC.,IL,60195,,,Web,12/6/2011,Closed without relief,Yes,Yes,2725
634749,2011-12-23,Credit card,,Billing statement,,,,UNITED SERVICES AUTOMOBILE ASSOCIATION,TX,78640,Servicemember,,Web,12/27/2011,Untimely response,No,No,7811
634786,2011-12-31,Credit card,,Billing disputes,,,,JPMORGAN CHASE & CO.,MD,21128,,,Web,1/3/2012,Closed with relief,Yes,No,8978
635079,2011-12-29,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,76651,,,Phone,12/30/2011,Closed without relief,Yes,No,8558
635477,2011-12-28,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",KY,40511,,,Phone,12/30/2011,Closed without relief,Yes,No,8405
636356,2011-12-21,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,MA,2360,Servicemember,,Phone,12/22/2011,Closed without relief,Yes,No,7277
636512,2011-12-30,Credit card,,Other fee,,,,AMERICAN EXPRESS COMPANY,MD,20815,,,Referral,1/4/2012,Closed without relief,Yes,No,9594
636634,2011-12-12,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"CIT BANK, NATIONAL ASSOCIATION",NJ,7450,,,Web,12/14/2011,Closed without relief,Yes,Yes,5781
637169,2011-12-07,Credit card,,APR or interest rate,,,,JPMORGAN CHASE & CO.,FL,33334,,,Web,12/9/2011,Closed with relief,Yes,No,3538
637659,2011-12-31,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,M&T BANK CORPORATION,VA,22032,,,Web,1/4/2012,Closed with relief,Yes,No,8973
637844,2011-12-30,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,WA,98117,,,Web,12/30/2011,Closed with relief,Yes,No,8730
638066,2011-12-20,Credit card,,Other,,,,DISCOVER BANK,MD,20707,Older American,,Web,12/21/2011,Closed without relief,Yes,No,7058
638276,2011-12-08,Credit card,,APR or interest rate,,,,CAPITAL ONE FINANCIAL CORPORATION,IN,46815,,,Web,12/8/2011,Closed without relief,Yes,Yes,3801
638571,2011-12-21,Mortgage,Home equity loan or line of credit,Settlement process and costs,,,,TD BANK US HOLDING COMPANY,MD,20882,Older American,,Web,12/22/2011,Closed without relief,Yes,Yes,7343
