id,Date_received,Product,Sub_product,Issue,Sub_issue,Consumer_complaint_narrative,Company_public_response,Company,State,ZIP_code,Tags,Consumer_consent_provided,Submitted_via,Date_sent_to_company,Company_response_to_consumer,Timely_response,Consumer_disputed,Complaint_ID
352270,2011-12-20,Mortgage,FHA mortgage,Application  originator  mortgage broker,,,,SYNCHRONY FINANCIAL,MD,20816,,,Web,4/11/2012,Closed without relief,Yes,No,79675
352551,2011-12-13,Credit card,,Transaction issue,,,,AMERICAN EXPRESS COMPANY,IL,62454,,,Referral,12/15/2011,Closed without relief,Yes,Yes,5327
352552,2011-12-16,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,NAVY FEDERAL CREDIT UNION,CA,92649,,,Web,12/21/2011,Closed with relief,Yes,Yes,6361
352834,2011-12-21,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,23234,,,Web,12/22/2011,Closed without relief,Yes,No,7256
353109,2011-12-10,Credit card,,APR or interest rate,,,,"CITIBANK, N.A.",VA,22801,,,Web,12/12/2011,Closed without relief,Yes,Yes,4523
353223,2011-12-06,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MD,21206,Older American,,Phone,12/9/2011,Closed without relief,Yes,No,3386
353623,2011-12-30,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",KY,40744,,,Web,12/30/2011,Closed without relief,Yes,Yes,8720
354534,2011-12-12,Credit card,,Collection debt dispute,,,,JPMORGAN CHASE & CO.,WA,99208,,,Web,12/15/2011,Closed without relief,Yes,No,80580
354603,2011-12-07,Credit card,,Billing disputes,,,,HSBC NORTH AMERICA HOLDINGS INC.,CA,92116,,,Fax,12/10/2011,Closed with relief,Yes,No,3521
354787,2011-12-23,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,UNITED SERVICES AUTOMOBILE ASSOCIATION,FL,33496,,,Referral,12/23/2011,Closed without relief,No,No,69676
354897,2011-12-11,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,22309,Older American,,Web,12/12/2011,Closed without relief,No,Yes,4620
355403,2011-12-12,Credit card,,APR or interest rate,,,,JPMORGAN CHASE & CO.,NC,27613,,,Web,12/16/2011,Closed with relief,Yes,No,5024
355914,2011-12-19,Credit card,,Credit card protection / Debt protection,,,,"CITIBANK, N.A.",CA,93406,Servicemember,,Web,12/21/2011,Closed with relief,Yes,Yes,5142
356055,2011-12-07,Credit card,,Billing disputes,,,,WELLS FARGO & COMPANY,VA,24064,,,Referral,12/7/2011,Closed without relief,Yes,No,3725
356131,2011-12-26,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,TX,75038,,,Web,12/28/2011,Closed without relief,Yes,No,7931
356288,2011-12-27,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,1545,,,Web,12/27/2011,Closed with relief,Yes,No,8109
356311,2011-12-19,Credit card,,APR or interest rate,,,,SYNCHRONY FINANCIAL,AZ,85224,,,Web,12/20/2011,Closed with relief,Yes,No,6658
356353,2011-12-22,Credit card,,Billing statement,,,,JPMORGAN CHASE & CO.,PA,19354,Older American,,Web,12/22/2011,Closed with relief,Yes,No,7528
356416,2011-12-21,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,CA,92139,Older American,,Web,12/22/2011,Closed without relief,Yes,Yes,7473
356918,2011-12-11,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,CA,91709,,,Web,12/13/2011,Closed without relief,No,No,4622
357288,2011-12-22,Mortgage,Home equity loan or line of credit,Loan servicing  payments  escrow account,,,,"CITIBANK, N.A.",NV,89441,,,Web,12/22/2011,Closed with relief,Yes,No,7708
357342,2011-12-05,Credit card,,Billing disputes,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,95382,,,Referral,12/5/2011,Closed without relief,Yes,Yes,2844
357425,2011-12-19,Credit card,,APR or interest rate,,,,SYNCHRONY FINANCIAL,MI,48234,,,Web,12/20/2011,Closed without relief,Yes,Yes,6528
357668,2011-12-01,Credit card,,APR or interest rate,,,,SYNCHRONY FINANCIAL,NJ,8087,,,Web,12/1/2011,Closed with relief,Yes,No,2105
357979,2011-12-12,Credit card,,Other fee,,,,"CITIBANK, N.A.",NJ,10956,,,Phone,12/15/2011,Closed without relief,Yes,No,5038
358379,2011-12-06,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,"SUNTRUST BANKS, INC.",NC,27526,,,Referral,12/11/2011,Closed without relief,Yes,No,4418
358386,2011-12-13,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,HSBC NORTH AMERICA HOLDINGS INC.,NY,11050,,,Web,1/25/2012,Closed without relief,Yes,No,5182
358543,2011-12-14,Credit card,,Closing/Cancelling account,,,,CAPITAL ONE FINANCIAL CORPORATION,NY,11510,,,Referral,12/14/2011,Closed without relief,Yes,No,5775
358974,2011-12-08,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",AZ,85253,Older American,,Web,12/11/2011,Closed without relief,Yes,No,4168
359296,2011-12-20,Credit card,,Credit line increase/decrease,,,,"CITIBANK, N.A.",PA,19310,,,Web,12/20/2011,Closed without relief,Yes,No,6909
359316,2011-12-05,Credit card,,Other fee,,,,"CITIBANK, N.A.",UT,84020,Older American,,Web,12/6/2011,Closed with relief,Yes,No,2852
359380,2011-12-23,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"CITIBANK, N.A.",CA,92672,,,Web,12/28/2011,Closed without relief,Yes,Yes,7863
359560,2011-12-05,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMORGAN CHASE & CO.,CA,94533,,,Referral,12/5/2011,Closed without relief,Yes,No,2828
359967,2011-12-20,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,JPMORGAN CHASE & CO.,CA,94611,,,Web,12/21/2011,Closed with relief,Yes,No,7217
360358,2011-12-07,Credit card,,Billing statement,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33433,,,Referral,12/7/2011,Closed with relief,Yes,Yes,3572
360439,2011-12-29,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMORGAN CHASE & CO.,,,,,Referral,12/29/2011,Closed without relief,Yes,No,69707
360950,2011-12-07,Credit card,,APR or interest rate,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",PA,15613,,,Referral,12/7/2011,Closed with relief,Yes,No,3704
361030,2011-12-13,Credit card,,Payoff process,,,,"CITIBANK, N.A.",CA,92039,,,Web,4/19/2012,Closed with relief,Yes,No,5477
361064,2011-12-29,Mortgage,Home equity loan or line of credit,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77707,,,Web,12/30/2011,Closed without relief,Yes,No,8477
361368,2011-12-19,Credit card,,Credit line increase/decrease,,,,"CITIBANK, N.A.",NY,14048,,,Fax,12/21/2011,Closed without relief,Yes,No,6118
362273,2011-12-07,Credit card,,APR or interest rate,,,,"CITIBANK, N.A.",MD,20774,,,Referral,12/7/2011,Closed without relief,Yes,Yes,3511
362633,2011-12-18,Credit card,,Collection practices,,,,BARCLAYS BANK DELAWARE,NY,11706,,,Web,12/20/2011,Closed without relief,Yes,No,6497
362931,2011-12-25,Credit card,,Balance transfer,,,,JPMORGAN CHASE & CO.,AR,72315,Older American,,Web,12/28/2011,Closed with relief,Yes,No,7914
363226,2011-12-02,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,MD,20814,,,Web,12/5/2011,Closed without relief,Yes,No,2426
363629,2011-12-11,Credit card,,Late fee,,,,M&T BANK CORPORATION,NY,10022,Older American,,Web,12/12/2011,Closed with relief,No,No,4624
364197,2011-12-22,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,TD BANK US HOLDING COMPANY,FL,32940,Older American,,Web,12/22/2011,Closed without relief,Yes,No,7703
364365,2011-12-28,Credit card,,Identity theft / Fraud / Embezzlement,,,,Comerica,MA,21230,,,Referral,12/29/2011,Closed with relief,No,No,8487
364414,2011-12-13,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,CA,93550,,,Web,12/21/2011,Closed without relief,Yes,Yes,5174
365055,2011-12-13,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77019,,,Web,12/16/2011,Closed without relief,No,No,5494
365310,2011-12-02,Credit card,,Billing statement,,,,CAPITAL ONE FINANCIAL CORPORATION,NM,87122,,,Referral,12/8/2011,Closed without relief,Yes,No,3679
365336,2011-12-09,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,60661,,,Web,12/10/2011,Closed without relief,Yes,No,4256
365362,2011-12-12,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"CITIBANK, N.A.",FL,33432,,,Web,12/13/2011,Closed without relief,Yes,Yes,21459
365976,2011-12-04,Credit card,,APR or interest rate,,,,DISCOVER BANK,TX,76140,,,Web,12/6/2011,Closed without relief,Yes,No,2774
365980,2011-12-11,Mortgage,Other mortgage,Application  originator  mortgage broker,,,,OCWEN LOAN SERVICING LLC,FL,33196,,,Web,12/12/2011,Closed without relief,Yes,No,4625
366044,2011-12-03,Credit card,,Identity theft / Fraud / Embezzlement,,,,"CITIBANK, N.A.",WA,98072,,,Web,12/5/2011,Closed with relief,Yes,No,2716
366401,2011-12-27,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,FL,33496,,,Referral,12/27/2011,Closed without relief,Yes,No,69868
366991,2011-12-05,Credit card,,Billing disputes,,,,CAPITAL ONE FINANCIAL CORPORATION,FL,32836,,,Referral,12/5/2011,Closed without relief,Yes,Yes,2954
367131,2011-12-09,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,NJ,8060,,,Web,12/11/2011,Closed without relief,Yes,Yes,4335
367930,2011-12-15,Mortgage,Other mortgage,Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,11378,,,Referral,12/15/2011,Closed without relief,Yes,No,5907
368215,2011-12-02,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,U.S. BANCORP,FL,33498,,,Web,12/5/2011,Closed without relief,Yes,No,2417
368944,2011-12-29,Credit card,,Billing disputes,,,,CAPITAL ONE FINANCIAL CORPORATION,FL,33445,,,Email,12/29/2011,Closed with relief,Yes,No,8665
369417,2011-12-20,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,92886,,,Web,12/22/2011,Closed without relief,Yes,No,7229
369525,2011-12-16,Credit card,,Late fee,,,,FIFTH THIRD FINANCIAL CORPORATION,GA,30033,,,Referral,12/19/2011,Closed with relief,Yes,No,6569
369572,2011-12-20,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,U.S. BANCORP,OK,73750,,,Web,12/21/2011,Closed without relief,Yes,No,7214
369646,2011-12-29,Credit card,,Identity theft / Fraud / Embezzlement,,,,"CITIBANK, N.A.",,,,,Referral,12/29/2011,Closed with relief,No,No,69706
369677,2011-12-01,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,M&T BANK CORPORATION,PA,15522,,,Phone,12/5/2011,Closed with relief,No,No,2285
369687,2011-12-16,Credit card,,Transaction issue,,,,JPMORGAN CHASE & CO.,TX,77388,,,Web,12/21/2011,Closed without relief,Yes,No,6416
369737,2011-12-13,Credit card,,Other,,,,FIFTH THIRD FINANCIAL CORPORATION,OH,45356,,,Web,12/16/2011,Closed without relief,Yes,No,2654
369866,2011-12-29,Credit card,,Late fee,,,,CAPITAL ONE FINANCIAL CORPORATION,OH,43903,,,Web,12/30/2011,Closed without relief,Yes,No,8673
369961,2011-12-08,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,60440,,,Web,12/10/2011,Closed without relief,Yes,No,4170
370802,2011-12-19,Mortgage,Home equity loan or line of credit,Application  originator  mortgage broker,,,,JPMORGAN CHASE & CO.,CT,6890,,,Web,12/21/2011,Closed without relief,Yes,Yes,6764
371897,2011-12-21,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"CITIBANK, N.A.",OH,45011,,,Web,12/22/2011,Closed without relief,Yes,Yes,7260
372004,2011-12-13,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,CA,91350,,,Web,12/19/2011,Closed without relief,Yes,No,5190
372631,2011-12-07,Mortgage,Home equity loan or line of credit,Application  originator  mortgage broker,,,,"SUNTRUST BANKS, INC.",GA,30068,Older American,,Web,12/7/2011,Closed without relief,Yes,No,69791
373198,2011-12-08,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,WI,53217,,,Web,12/11/2011,Closed without relief,Yes,No,4172
373280,2011-12-13,Credit card,,Payoff process,,,,HSBC NORTH AMERICA HOLDINGS INC.,FL,33308,Older American,,Web,12/19/2011,Closed without relief,Yes,Yes,5372
373301,2011-12-12,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,CAPITAL ONE FINANCIAL CORPORATION,NY,11948,,,Web,12/15/2011,Closed with relief,Yes,Yes,4771
373466,2011-12-13,Credit card,,Billing disputes,,,,AMERICAN EXPRESS COMPANY,OR,97527,Older American,,Web,12/14/2011,Closed without relief,Yes,No,5292
373887,2011-12-12,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,MO,63367,Servicemember,,Phone,12/16/2011,Closed without relief,Yes,No,4917
374695,2011-12-16,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"CIT BANK, NATIONAL ASSOCIATION",CA,91914,,,Referral,12/20/2011,Closed without relief,Yes,No,7079
375401,2011-12-07,Credit card,,Billing disputes,,,,BARCLAYS BANK DELAWARE,OH,43061,,,Referral,12/7/2011,Closed with relief,Yes,No,1647
375623,2011-12-08,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BNY MELLON, NATIONAL ASSOCIATION",AZ,85326,,,Referral,12/16/2011,Closed without relief,Yes,No,3863
375631,2011-12-02,Credit card,,Rewards,,,,WELLS FARGO & COMPANY,CO,80301,,,Referral,12/2/2011,Closed without relief,Yes,No,2668
375958,2011-12-05,Credit card,,Credit reporting,,,,TD BANK US HOLDING COMPANY,NY,10990,,,Referral,12/5/2011,Closed without relief,Yes,Yes,2959
376086,2011-12-08,Mortgage,Other mortgage,Credit decision / Underwriting,,,,WELLS FARGO & COMPANY,MN,55378,,,Web,12/9/2011,Closed without relief,Yes,No,4041
376127,2011-12-08,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,34442,,,Web,12/10/2011,Closed without relief,No,No,4197
376253,2011-12-08,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",PA,18510,,,Referral,12/8/2011,Closed without relief,Yes,Yes,4032
376505,2011-12-09,Credit card,,Closing/Cancelling account,,,,DISCOVER BANK,IN,47805,,,Web,12/12/2011,Closed without relief,Yes,No,4417
377480,2011-12-01,Mortgage,Other mortgage,Application  originator  mortgage broker,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",WI,54121,,,Web,12/2/2011,Closed without relief,No,Yes,2245
377844,2011-12-06,Credit card,,Billing disputes,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,91335,,,Referral,12/6/2011,Closed without relief,Yes,Yes,3165
378012,2011-12-14,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,CA,92107,,,Web,12/16/2011,Closed without relief,Yes,No,5538
378050,2011-12-10,Credit card,,APR or interest rate,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,95928,Older American,,Web,12/19/2011,Closed with relief,Yes,Yes,4503
379508,2011-12-17,Mortgage,FHA mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,93536,,,Web,12/19/2011,Closed without relief,Yes,No,6434
379534,2011-12-20,Credit card,,Credit determination,,,,CAPITAL ONE FINANCIAL CORPORATION,PA,19004,,,Referral,12/20/2011,Closed with relief,Yes,No,6858
379651,2011-12-15,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,OCWEN LOAN SERVICING LLC,PA,18302,,,Phone,3/23/2012,Closed without relief,Yes,No,5895
379873,2011-12-14,Credit card,,Collection practices,,,,"CITIBANK, N.A.",NC,28117,,,Web,12/21/2011,Closed without relief,Yes,Yes,5725
380113,2011-12-15,Credit card,,Payoff process,,,,SYNCHRONY FINANCIAL,TN,37924,,,Referral,12/15/2011,Closed with relief,Yes,No,5908
380138,2011-12-21,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,U.S. BANCORP,MO,65802,,,Web,12/22/2011,Closed without relief,Yes,No,7307
380450,2011-12-07,Credit card,,APR or interest rate,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,94510,,,Referral,12/7/2011,Closed without relief,Yes,Yes,3673
380679,2011-12-22,Credit card,,Credit card protection / Debt protection,,,,"CITIBANK, N.A.",NC,28504,Older American,,Web,12/22/2011,Closed without relief,Yes,No,7679
380977,2011-12-21,Credit card,,APR or interest rate,,,,DISCOVER BANK,NY,10010,,,Referral,12/22/2011,Closed without relief,Yes,Yes,7735
381513,2011-12-05,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NH,3263,Older American,,Phone,12/9/2011,Closed without relief,Yes,Yes,2980
382491,2011-12-31,Credit card,,Late fee,,,,WELLS FARGO & COMPANY,NY,14094,,,Web,1/3/2012,Closed with relief,Yes,No,8987
382636,2011-12-29,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,FIFTH THIRD FINANCIAL CORPORATION,IL,60013,,,Referral,12/29/2011,Closed without relief,Yes,No,8508
382692,2011-12-20,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,90280,,,Referral,12/20/2011,Closed without relief,Yes,No,6857
383314,2011-12-02,Credit card,,Closing/Cancelling account,,,,HSBC NORTH AMERICA HOLDINGS INC.,CO,80537,,,Referral,12/2/2011,Closed without relief,Yes,No,2514
383418,2011-12-05,Credit card,,Unsolicited issuance of credit card,,,,JPMORGAN CHASE & CO.,WA,98125,,,Referral,12/5/2011,Closed without relief,Yes,No,2834
383714,2011-12-14,Credit card,,Billing disputes,,,,"CITIBANK, N.A.",FL,33414,,,Web,12/16/2011,Closed with relief,Yes,No,5640
383845,2011-12-12,Mortgage,Conventional fixed mortgage,Application  originator  mortgage broker,,,,JPMORGAN CHASE & CO.,NY,11530,,,Web,12/14/2011,Closed without relief,Yes,No,4997
384626,2011-12-06,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,BB&T CORPORATION,MI,49740,,,Referral,12/9/2011,Closed without relief,Yes,No,4341
384693,2011-12-20,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,BMO HARRIS BANK NATIONAL ASSOCIATION,AZ,85259,,,Fax,12/22/2011,Closed without relief,Yes,Yes,7211
384795,2011-12-20,Credit card,,Closing/Cancelling account,,,,AMERICAN EXPRESS COMPANY,OH,45680,,,Web,12/20/2011,Closed without relief,Yes,Yes,54986
385220,2011-12-27,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,WA,98004,,,Web,12/28/2011,Closed without relief,Yes,No,7968
385592,2011-12-08,Credit card,,Payoff process,,,,"CITIBANK, N.A.",NC,27265,,,Web,12/8/2011,Closed with relief,Yes,No,3805
385668,2011-12-14,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,JPMORGAN CHASE & CO.,CA,92260,,,Web,12/16/2011,Closed without relief,Yes,No,5646
385791,2011-12-14,Mortgage,VA mortgage,Application  originator  mortgage broker,,,,PHH Mortgage Services Corporation,PA,15104,Servicemember,,Phone,4/13/2012,Closed without relief,Yes,No,4398
385852,2011-12-22,Credit card,,Identity theft / Fraud / Embezzlement,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MS,39735,,,Web,8/31/2012,Closed with explanation,Yes,No,7613
386535,2011-12-02,Credit card,,Advertising and marketing,,,,U.S. BANCORP,IL,60441,,,Web,12/5/2011,Closed with relief,Yes,No,2415
387843,2011-12-23,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,FL,33496,,,Referral,12/22/2011,Closed with relief,Yes,No,69854
388317,2011-12-16,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,MO,64138,,,Web,12/21/2011,Closed without relief,Yes,No,6115
388677,2011-12-20,Mortgage,FHA mortgage,Loan servicing  payments  escrow account,,,,U.S. BANCORP,MO,63376,,,Web,12/22/2011,Closed without relief,Yes,No,7202
388714,2011-12-21,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,JPMORGAN CHASE & CO.,CA,92071,,,Web,12/22/2011,Closed with relief,Yes,Yes,7273
389091,2011-12-02,Credit card,,Billing disputes,,,,"CITIBANK, N.A.",FL,33809,,,Referral,12/2/2011,Closed with relief,Yes,No,2456
389950,2011-12-02,Credit card,,Closing/Cancelling account,,,,TD BANK US HOLDING COMPANY,MA,2446,,,Referral,12/8/2011,Closed with relief,Yes,Yes,3866
390161,2011-12-06,Credit card,,Billing disputes,,,,CAPITAL ONE FINANCIAL CORPORATION,TN,37920,Older American,,Web,12/7/2011,Closed without relief,Yes,Yes,3407
390483,2011-12-16,Mortgage,Conventional adjustable mortgage (ARM),Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30039,,,Web,12/19/2011,Closed without relief,No,No,6234
390595,2011-12-27,Mortgage,FHA mortgage,Credit decision / Underwriting,,,,"SUNTRUST BANKS, INC.",NY,14225,,,Phone,12/29/2011,Closed without relief,Yes,No,8027
390770,2011-12-05,Credit card,,Credit card protection / Debt protection,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,8087,,,Referral,12/5/2011,Closed without relief,Yes,No,3085
390827,2011-12-17,Credit card,,APR or interest rate,,,,SYNCHRONY FINANCIAL,CA,95747,,,Web,12/21/2011,Closed without relief,Yes,No,361
390848,2011-12-12,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MA,2382,,,Web,12/13/2011,Closed without relief,Yes,Yes,4730
391175,2011-12-06,Credit card,,Other fee,,,,CAPITAL ONE FINANCIAL CORPORATION,OR,97007,,,Referral,12/6/2011,Closed with relief,Yes,No,3174
391187,2011-12-19,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NC,28031,,,Web,12/20/2011,Closed without relief,Yes,No,6544
391209,2011-12-22,Mortgage,FHA mortgage,Loan servicing  payments  escrow account,,,,WELLS FARGO & COMPANY,NC,28501,,,Phone,12/27/2011,Closed without relief,Yes,No,7603
391283,2011-12-06,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"SUNTRUST BANKS, INC.",FL,32131,,,Referral,12/9/2011,Closed without relief,Yes,No,4284
391397,2011-12-16,Credit card,,Identity theft / Fraud / Embezzlement,,,,"CITIBANK, N.A.",LA,70374,,,Web,12/19/2011,Closed without relief,Yes,Yes,6053
392249,2011-12-31,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,CA,92604,,,Web,1/3/2012,Closed without relief,Yes,No,8962
392521,2011-12-19,Credit card,,APR or interest rate,,,,CAPITAL ONE FINANCIAL CORPORATION,OH,44136,,,Web,12/21/2011,Closed with relief,Yes,No,6780
393595,2011-12-20,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,TX,75034,,,Referral,12/20/2011,Closed without relief,Yes,No,6835
393640,2011-12-29,Credit card,,Credit card protection / Debt protection,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",VA,22538,,,Web,12/30/2011,Closed without relief,Yes,No,8559
393719,2011-12-07,Credit card,,Identity theft / Fraud / Embezzlement,,,,CAPITAL ONE FINANCIAL CORPORATION,IL,60611,,,Referral,12/7/2011,Closed without relief,Yes,Yes,3727
393785,2011-12-01,Credit card,,Billing disputes,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,32720,,,Referral,12/1/2011,Untimely response,No,No,2066
393893,2011-12-14,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMORGAN CHASE & CO.,CA,93449,,,Web,12/21/2011,Closed without relief,Yes,No,5819
394772,2011-12-30,Mortgage,Conventional fixed mortgage,Loan servicing  payments  escrow account,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",NY,10940,,,Web,12/30/2011,Closed without relief,Yes,Yes,8775
395532,2011-12-03,Credit card,,Collection debt dispute,,,,AMERICAN EXPRESS COMPANY,NY,10028,,,Web,12/6/2011,Closed without relief,Yes,No,2731
396086,2011-12-20,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,30047,Servicemember,,Referral,12/20/2011,Closed without relief,Yes,No,7102
396375,2011-12-06,Mortgage,Other mortgage,Loan servicing  payments  escrow account,,,,M&T BANK CORPORATION,NC,27312,,,Referral,12/12/2011,Closed with relief,Yes,No,4822
396580,2011-12-18,Mortgage,Conventional adjustable mortgage (ARM),Loan modification collection foreclosure,,,,"CITIBANK, N.A.",NC,28227,,,Web,12/19/2011,Closed with relief,Yes,No,6510
396845,2011-12-21,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,TN,38017,,,Web,12/22/2011,Closed without relief,Yes,Yes,7254
397158,2011-12-07,Credit card,,Late fee,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",PR,985,,,Referral,5/26/2012,Closed with explanation,Yes,No,3745
397731,2011-12-09,Mortgage,Other mortgage,Loan modification collection foreclosure,,,,WELLS FARGO & COMPANY,NC,28270,,,Referral,12/9/2011,Closed without relief,Yes,No,4390
397789,2011-12-03,Credit card,,Billing disputes,,,,"CITIBANK, N.A.",MA,2536,,,Web,12/6/2011,Closed with relief,Yes,No,2738
398477,2011-12-06,Credit card,,Other,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,32905,,,Referral,12/6/2011,Closed with relief,Yes,No,3266
398557,2011-12-16,Mortgage,Conventional fixed mortgage,Loan modification collection foreclosure,,,,"CITIBANK, N.A.",IN,47022,,,Web,12/21/2011,Closed without relief,Yes,No,6397
398735,2011-12-30,Credit card,,Identity theft / Fraud / Embezzlement,,,,"CITIBANK, N.A.",IL,60130,,,Web,1/3/2012,Closed with relief,Yes,No,8811
398828,2011-12-07,Credit card,,Rewards,,,,AMERICAN EXPRESS COMPANY,OR,97302,Older American,,Web,12/7/2011,Closed without relief,Yes,No,3629
